id,text,label,origin,id-type,predictions,prediction_scores
https://ctxt.es/es/20230301/Firmas/42383/Josefina-L-Martinez-revolucion-socialismo-lecturas-8m.htm,"“Nuestros padres nos vendieron como corderitos cuando apenas teníamos 10 o 12 años, a veces incluso más jóvenes. Nuestros maridos demandaban nuestro amor y afecto, incluso cuando nos parecían repugnantes. Cuando a nuestros maridos les apetecía, nos pegaban con palos o látigos. Teníamos que servirles día y noche como esclavas. Cuando se hartaban de nosotras, nos mandaban al infierno. Nos alquilaban como prostitutas para sus amigos. Nos mataban de hambre cuando se les antojaba”.",0,news-articles,url,1,"[0.14001332223415375, 0.8599867224693298]"
https://ctxt.es/es/20230301/Firmas/42264/transicion-energetica-renovables-rodrigo-sorogoyen-asamblea-ciudadana.htm,"Simplemente, toda discusión debe cesar porque hay unos que tienen toda la razón y quien no opina igual está equivocado y debe callar.",0,news-articles,url,1,"[0.05051833391189575, 0.9494816660881042]"
1.4562005759184855e+18,"Iniciamos la segunda sesión de debate de PGE2022 , unos presupuestos que solo se pueden definir como PGEdelaRuina y ante los que hemos presentado enmienda a la totalidad.",1,twitter,twitterId,0,"[0.9994822144508362, 0.0005177896237000823]"
1.448861691522003e+18,"Buenos días gente!!!Hoy seguro que los diputados gallegos no perdemos el avión😅…Quien madruga Dios le ayuda, esperemos!!
Desde la pandemia, retiraron todos los aviones a Galicia a partir de las 20 hs ,al igual q numerosos trenes,seguimos con un servicio deficitario.",0,twitter,twitterId,1,"[0.0057571944780647755, 0.9942428469657898]"
1.4171685728838738e+18,"El problema de Sánchez es el T. Constitucional, el de Cuentas y hasta sus ministros. 

El problema de los españoles es la búsqueda de empleo para pagar la luz o la gasolina.

Cuando las prioridades reales no coinciden con las gubernamentales, el gobierno sobra.

‼️ELECCIONES YA‼️",1,twitter,twitterId,0,"[0.7682962417602539, 0.2317037731409073]"
1.4335565381199667e+18,"Ya es la propia Fiscalía quien piensa que Juan Carlos I hizo su fortuna como comisionista y cometiendo 4 delitos diferentes.

Cualquier respuesta que no sea retirarle a este señor el título de rey y que acabe sentado ante la justicia sería un escàndalo",0,twitter,twitterId,1,"[0.18848785758018494, 0.8115121722221375]"
1.3583400634537083e+18,"""Vox denuncia..."". Aunque lo haya visto toda España, no pierden la ocasión de sembrar la duda y quitar importancia a la violencia. 

Lo Mundo.",1,twitter,twitterId,0,"[0.8467162251472473, 0.1532837599515915]"
https://www.elespanol.com/opinion/tribunas/20230310/enjambre-yolanda-diaz/747545239_12.html,Vamos ahora con la resaca del sólo sí es sí.,0,news-articles,url,1,"[0.3424851894378662, 0.6575148105621338]"
https://www.huffingtonpost.es/opinion/derecha-censura-si.html,Hemos tenido la peor oposición en el peor momento posible.,1,news-articles,url,0,"[0.9982967972755432, 0.0017031821189448237]"
1.4536764103971348e+18,"Así están las cosas:
Q un director general del servicio d inteligencia guarde documentos secretos, haya tomado notas, haya entregado esas agendas, después d años muerto, y se publiquen en un libro y por entregas en un periódico es absolutamente escandaloso",0,twitter,twitterId,1,"[0.008189234882593155, 0.9918107986450195]"
1.458690660148646e+18,"Por eso siempre se ha dicho que el hábito no hace al monje.

""Desalentador"", ""muy floja"", ""un bluf""... La ministra Raquel Sánchez decepciona a los empresarios en el acto de QuieroCorredor.",0,twitter,twitterId,1,"[0.010340929962694645, 0.9896591305732727]"
1.3599947360781107e+18,"salvadorilla “La aventura independentista nos ha dividido, nos ha enfrentado al resto de España y nos ha ridiculizado ante Europa. Pasar página es decir basta a la decadencia y abrir una nueva etapa.”

ImparableIlla
L6ElDebat",0,twitter,twitterId,1,"[0.0035127615556120872, 0.9964872598648071]"
1.448916895172907e+18,"Se empieza bajando los impuestos a los ricos
Se continúa despidiendo sanitarios
Después se cierran los centros de salud
Se da a dedo los contratos a las empresas de los amigos que pagan comisiones
Sigues diciendo que no puedes regalar la educación
Y ya tienes el gobierno del PP",0,twitter,twitterId,1,"[0.002384456107392907, 0.9976155757904053]"
1.454066392127492e+18,Vuelan por los aires el cuadro macro del gobierno. Los PGE2022 son papel mojado. Una irresponsabilidad especialmente en sus partidas de gasto político y gasto superfluo. Imposible que crezca el PIB en 2021 más de un 5% ¿Camino de la estanflación?,0,twitter,twitterId,1,"[0.003483058651909232, 0.9965169429779053]"
https://ctxt.es/es/20230301/Firmas/42264/transicion-energetica-renovables-rodrigo-sorogoyen-asamblea-ciudadana.htm,"En el fondo, lo que hay aquí es algo muy viejo: es mucho más fácil ser implacable con los débiles que con los poderosos.",0,news-articles,url,1,"[0.2299043983221054, 0.7700955867767334]"
1.455099910962008e+18,"El PP ya ha sido condenado 3 veces por su caja B y aún quedan 16 causas judiciales por corrupción por abrir juicio.
Se entiende que persistan en bloquear la justicia española.",1,twitter,twitterId,0,"[0.6327088475227356, 0.3672912120819092]"
1.462023483249025e+18,Bendodo destaca que Andalucía ha dejado atrás «la mediocridad» para sacar el máximo potencial a cada provincia  vía diariosur,1,twitter,twitterId,0,"[0.9963281750679016, 0.003671828890219331]"
1.3733087541674803e+18,"Son millones las familias que pagan un alquiler y no quieren vivir con miedo a que las echen de su casa.

Por salimos hoy a la calle. No permitiremos que el derecho a vivienda digna quede en manos de Blackstone y los grandes especuladores.

20MLeyVivienda
LeyViviendaParaTodas",1,twitter,twitterId,0,"[0.9833393096923828, 0.016660695895552635]"
1.4305059806268785e+18,"El objetivo del viaje de Sánchez a EEUU era captar inversiones. 

¿Qué nos ha traído? Una foto con los CEO de empresas de Silicon Valley. 

Es difícil vender a España como un destino fiable cuando el Gobierno se apoya de socios populistas y nacionalistas.",0,twitter,twitterId,1,"[0.005837029777467251, 0.9941629767417908]"
1.4009221531643658e+18,"🔴Una semana más siguen aumentando el número de sanitarios contagiados. 317 nuevos casos, sumando ya 132.339. Detrás de estos datos hay personas que se están dejando la piel y ni se les nombra. Tremendo.",0,twitter,twitterId,1,"[0.11998563259840012, 0.8800144195556641]"
1.456199470660653e+18,Han estat jugant amb la paraula “derogar” des que es va formar el govern PSOE-UP. Però la cosa té un límit i es comença a veure. Es continuarà acomiadant amb les normes que va imposar el PP. I ja veurem en què queda la prevalença del conveni de sector respecte el d’empresa.,0,twitter,twitterId,1,"[0.11960311979055405, 0.880396842956543]"
1.3985813487895224e+18,"400 millones para Air Europa ; 53 millones que acaban de regalar a Plus Ultra. 453 millones de euros: Pongamos que pagamos a 25 la vacuna, cifra muy competitiva: 18 millones de dosis. Mensaje: Si no gastan dinero en vacunas es por que te quieren tener infectado y asustado.",1,twitter,twitterId,0,"[0.9842315912246704, 0.01576840691268444]"
1.461237168869974e+18,"“Dinamita el legado de la transición”, pone en la diana a la Constitución pq el Psoe se instala en una realidad paralela presidida por la irracionalidad.Reescribir la historia para reavivar odio y resentimiento. Los problemas de los españoles de hoy y su futuro no importan.👇",0,twitter,twitterId,1,"[0.01176315639168024, 0.9882368445396423]"
1.454878732674642e+18,"👇🏽
A los economistas que fallan en sus predicciones se les sigue contratando para que sigan prediciendo el supuesto colapso del sistema público de pensiones. ¿Por qué? Porque los bancos están interesados en que la gente suscriba planes de ahorro privado.",0,twitter,twitterId,1,"[0.01012682169675827, 0.9898731708526611]"
1.4376878111304704e+18,"“Aquí hemos vacunado a todo el mundo y no hemos preguntado su origen, ni su creencia, ni lo que votaban”. 

¿Se le pasó a Sánchez por la cabeza vacunar discriminando al personal?

Excusatio non petita…",0,twitter,twitterId,1,"[0.021021131426095963, 0.9789789319038391]"
1.454107099122778e+18,"La clase política española está anclada en la ancestral cultura de clientela y de reparto del botín que paraliza la Administración Pública. 

Y esta parálisis generalizada no es gratis, sus costes son altísimos para los ciudadanos. 

Regeneración YA.",0,twitter,twitterId,1,"[0.3724067807197571, 0.6275932192802429]"
1.3946478390331556e+18,"""Esta Ley trans niega la existencia de la naturaleza humana sexuada y binaria. Bastará la voluntad subjetiva para determinar el género, sin base biológica. Y los padres pueden perder la patria potestad si se oponen a sus hijos en ello"". 

LourdesMendezMo (VOX)",1,twitter,twitterId,0,"[0.9991785883903503, 0.0008213521796278656]"
1.3993865917312737e+18,Es la versión inversa de Terminator. Ha venido del pasado a destruirse.,1,twitter,twitterId,0,"[0.9991937279701233, 0.0008063080022111535]"
1.3551598761425715e+18,"—“Iván, ¿qué hacéis al final?”
—“Nos abstenemos, Adriana”
...
Porque votamos anoche de forma precipitada, le faltó decir.

Y así, Vox acabó apuntalando ayer un decreto similar al que en Italia ha acabado con el Gobierno de Conte.",1,twitter,twitterId,0,"[0.9963114857673645, 0.0036885524168610573]"
1.4577658444282388e+18,"“Orçamento paralelo” e “emenda secreta” 

são

ROUBO de dinheiro público.

Vamos começar a dar os nomes corretos aos fatos?

ForaBolsonaroeSuaQuadrilha",1,twitter,twitterId,0,"[0.9951430559158325, 0.004857000429183245]"
https://okdiario.com/opinion/empresarios-descubren-fin-que-cordero-tenia-colmillos-10576548,Ahora se llevan las manos a la cabeza cuando la ofensiva gubernamental se manifiesta en toda su crudeza.,0,news-articles,url,1,"[0.09344208240509033, 0.9065579175949097]"
1.3489227451076567e+18,"La derecha debe dejar de vincular migración y terrorismo. Como vemos en EEUU, la xenofobia y la criminalización de la pobreza generan la espiral del odio. La patera no es noticia, la hacen noticia.",0,twitter,twitterId,1,"[0.0028440183959901333, 0.997156023979187]"
https://www.elmundo.es/opinion/columnistas/2023/03/22/641b08d1fdddffdd698b45aa.html,"El ex vicepresidente quiere mandar en la nueva marca y no ser mandado, ni siquiera -oh, sorpresa- por una mujer.",1,news-articles,url,0,"[0.9992484450340271, 0.0007515501929447055]"
https://www.libertaddigital.com/opinion/2023-03-12/agapito-maestre-luz-de-marzo-no-hay-gobierno-6995114/,"Preferimos que un don Nadie, un chulo típico de la estirpe estalinista, nos imponga la senda por donde tenemos que ir, a la par que aceptamos que un tibio de la vida nos dé esperanzas políticas.",1,news-articles,url,0,"[0.998896598815918, 0.001103425514884293]"
1.4588597013497938e+18,"Ahora resulta que el gpscongreso se insta a sí mismo para promocionar los pendones de LeonEsp, cuando así se aprobó el 19 de octubre 2021 en la PNL presentada por VOX_Congreso junto a la enmienda incluyéndolos. PSOE se abstuvo.",0,twitter,twitterId,1,"[0.17930686473846436, 0.8206931352615356]"
1.4301465349481964e+18,"La variante🚆de RincónDeSoto será pronto un hecho. Con velocidades de 200 km/h,➖ impacto ambiental y visual y ➕longitud. Los PP riojanos miran pero no ven, hierven para tapar su desidia durante los años que gobernaron. Inflar y no ejecutar. Su línea editorial presupuestaria 👈",0,twitter,twitterId,1,"[0.0013990213628858328, 0.9986010193824768]"
1.4619810914562376e+18,"Es llamativo que todos los socialistas europeos de TODOS los partidos sólo hablen de restringir libertades, y no de comprar más vacunas. Estamos encarcelados por la OMS y su globalismo disfrazado de caridad.",0,twitter,twitterId,1,"[0.002162735676392913, 0.997837245464325]"
1.397619149485056e+18,"🏛️Los presos independentistas cometieron actos contrarios a la Constitución y al Estatut. El indulto no se puede conceder sin arrepentimiento, y el Gobierno no puede hacer cesiones constantes al independentismo, pactando la ruptura de España por seguir a toda costa en La Moncloa.",1,twitter,twitterId,0,"[0.9477733373641968, 0.05222666636109352]"
1.457610917210886e+18,"Salimos más fuertes, afirma Sànchez 

👉 Suben el pan, el aceite y los huevos: la crisis del campo llega a la cesta de la compra…

HayAlternativa al (des)gobierno de Sánchez",1,twitter,twitterId,0,"[0.9954906105995178, 0.004509424325078726]"
1.3953616541671793e+18,"Hoy, Casado ha dicho que hemos insinuado que Ceuta y Melilla no son españolas. Es MENTIRA.

Lo que sí es verdad es que estuvo conspirando hace una semana con partidos marroquíes que dicen que ""las fronteras de Marruecos llegan hasta Andalucía"".",1,twitter,twitterId,0,"[0.9985551238059998, 0.0014448934234678745]"
1.3837440107417108e+18,"Las leyes de la izquierda que enfrentan y generan desigualdad e inseguridad a los españoles las hay que derogar, sean creadas por la izquierda o las asumidas y desarrolladas por el PP.
Por eso es necesario votar a vox_es",1,twitter,twitterId,0,"[0.8640604019165039, 0.1359395682811737]"
1.4391749844847288e+18,"Hoy en Zaragoza recordamos a los 6 menores y 5 adultos asesinados por Henri Parot en el salvaje atentado de la casa cuartel de la guardiacivil. Una democracia debe impedir que se ensalce a los verdugos y no dejar de honrar a las víctimas.

Memoria, dignidad y justicia 🖤🇪🇸",0,twitter,twitterId,1,"[0.11628486216068268, 0.8837151527404785]"
1.3668525112740454e+18,"ÚLTIMA HORA: El rey Felipe, la reina Letizia y sus hijas Leonor y Sofía no matan elefantes, no se han fugado a una dictadura árabe, no tienen tarjetas black a nombre de testaferros, ni sociedades offshore, ni cuentas en Suiza y no han intentado defraudar 5 millones a Hacienda.",1,twitter,twitterId,0,"[0.9985644221305847, 0.0014355812454596162]"
1.4427864812658524e+18,"Dos minutos de sensatez, responsabilidad y utilidad. Dos minutos impecables de rut_merino .

Ante el Apocalipsis que pinta el PP en la Comunidad Valenciana y el mundo feliz que presenta el tripartito del Botànic está Cs.",0,twitter,twitterId,1,"[0.00981360673904419, 0.9901864528656006]"
1.3592248011607982e+18,"Las similitudes del maltrato sufrido por la sanidad pública en Madrid y en Catalunya hace ver que, hable catalán o castellano, la derecha es la derecha.

jessicaalbiach 👇🏽 ElCanviQueCatalunyaMereix",1,twitter,twitterId,0,"[0.996538519859314, 0.0034615150652825832]"
1.4154209295853855e+18,"Unos dentro, con la dictadura. Otros fuera, con la libertad. 

Orgulloso de estar en el lado correcto de la historia 🇨🇺 cubaLibre",1,twitter,twitterId,0,"[0.9983886480331421, 0.0016113243764266372]"
1.3631453377000284e+18,"Mi condena y rotundo rechazo a las amenazas y violencia contra la Vicepresidenta 🇪🇸 carmencalvo_ 
después de aparecer una muñeca ahorcada con su cara 


Ese odio e intolerancia son totalmente rechazables en convivencia democrática Bastaya!
PSOEdeSegovia",0,twitter,twitterId,1,"[0.003638544352725148, 0.9963614344596863]"
https://www.libertaddigital.com/opinion/2023-03-12/agapito-maestre-luz-de-marzo-no-hay-gobierno-6995114/,Marzo ilumina las sombras más viejas y putas de España.,0,news-articles,url,1,"[0.002075998578220606, 0.9979239702224731]"
1.4559074213443707e+18,"Brutal el presidente pablocasado_ en la SesióndeControl 

Hayalternativa de populares y está en la cabeza de Pablo Casado

Una intervención de propuestas, brillante y sin papeles

Ante un presidente ausente, Pedro Sánchez

Ahora Engaños Montero a contarnos lo bien que va todo",0,twitter,twitterId,1,"[0.0028501981869339943, 0.9971497654914856]"
1.349452319809794e+18,"Quien quiera defender patente de corso del Emérito o impunidad para delinquir, que lo haga
Pero no es verdad que los tribunales estén investigando los delitos del Borbón. Hoy no hay ninguna investigación
En un Estado de Derecho ni personas ni instituciones están encima de la ley",0,twitter,twitterId,1,"[0.09604526311159134, 0.9039547443389893]"
1.351819710732624e+18,"¿Va el PP a hacer algo con Manuel Villegas, Consejero de Sanidad de Murcia, por haberse vacunado saltándose la cola o se va a aplicar la doctrina según la cual los cayetanos, Juan Carlos I y los miembros del PP están por encima de la ley?",1,twitter,twitterId,0,"[0.9849445223808289, 0.015055493451654911]"
1.4585140073258066e+18,"⚠️ Gener 2020: declarar l’emergència climàtica.
😟 Maig 2021: fer una llei que redueix emissions abans del 2030 només un 23%, quan seria necessari un 65%.
✈️🚢 I encara planifiquen ampliacions de ports, aeroports i autopistes.
Aquest és el blablabla climàtic del Govern espanyol.",0,twitter,twitterId,1,"[0.005327220540493727, 0.9946728348731995]"
https://www.libertaddigital.com/opinion/2023-03-12/agapito-maestre-luz-de-marzo-no-hay-gobierno-6995114/,"Y el otro, el de VOX está entretenido con el listillo de la Estructura Económica de España.",1,news-articles,url,0,"[0.9993042945861816, 0.0006957382429391146]"
1.3468008600268513e+18,Enorme PUEBLAdibujante. Traslada como nadie la realidad que estamos viviendo con este Gobierno.,0,twitter,twitterId,1,"[0.003360506147146225, 0.9966394901275635]"
1.357278991967785e+18,"Pregúntate siempre quien paga lo que lees 👇🏻

Libertad Digital, propiedad de Jiménez Losantos, se financió con dinero de la Caja B del PP. 

Bárcenas explica que metieron dinero en el medio para alimentar el bulo que atribuía la autoría del 11-M a ETA",1,twitter,twitterId,0,"[0.9952409267425537, 0.004759035538882017]"
1.4527295904687104e+18,"En estas campañas de propaganda se gasta Endesa el dinero que nos roban con los beneficios caídos del cielo. Pero lo hacen para que la población esté informada, no vayáis a pensar mal eh 😅

👇",0,twitter,twitterId,1,"[0.0042368327267467976, 0.9957631826400757]"
1.3732972135022633e+18,"Una mujer maltrata a un hombre y a su hijo, pero el Gobierno feminista no destinará ni un euro para estas víctimas, ni aparecerán en ninguna estadística oficial. 

Son las víctimas invisibles, porque de lo que no se habla, no existe.",1,twitter,twitterId,0,"[0.9967806339263916, 0.003219315316528082]"
1.4108899105345208e+18,"Se ponen nerviosos cuando les recordamos los dudosos desplazamientos de Salvamento Marítimo. 

Gracias a la monitorización y análisis de rubnpulido.",1,twitter,twitterId,0,"[0.998960018157959, 0.001039972179569304]"
1.4551168375916872e+18,"Cuando el amigo de Marlaska ,alardeó en el Congreso de aumentar el tercer grado de un 17,7% a un 20,5% y la semilibertad un 122% ,desde que llegó el PSOE y Marlaska al Gobierno. 
No nos callarás Marlaska !!
MarlaskaDimisión",1,twitter,twitterId,0,"[0.5230119228363037, 0.4769881069660187]"
1.3992924333562348e+18,"La vida. La muerte. La humanidad.

Precioso ⁦Guillemmartnez⁩

Sobre el objeto favorito |",0,twitter,twitterId,1,"[0.007637552917003632, 0.992362380027771]"
1.449997705560961e+18,Cada día un nuevo escándalo. Desde populares vamos a exigir saber hasta el final toda la verdad sobre como la izquierda española ha expoliado la riqueza de Venezuela.,1,twitter,twitterId,0,"[0.7540743350982666, 0.24592562019824982]"
1.4041277525512888e+18,El público húngaro abucheó a los panolis irlandeses que se arrodillaban en la previa de un partido Hungría-Irlanda. Orban respaldó a los suyos:,1,twitter,twitterId,0,"[0.9993789196014404, 0.0006211036234162748]"
1.4558801615477228e+18,"-Subidas de impuestos que crujen a las clases medias y trabajadoras.
-Precio de la luz por la nubes.
-Inflación disparada.
-Paro juvenil más alto de Europa.
-La recuperación más lenta de la UE.

Los PGE2022 no son más que los PGEdelaRuina.",1,twitter,twitterId,0,"[0.9988771080970764, 0.001122889923863113]"
1.3627764302670356e+18,"La primera ola de criminalización a la juventud en pandemia consistió en responsabilizarnos del aumento de contagios. Ahora vivimos la segunda ola de criminalización de la juventud, se nos acusa de ser gente violenta. 
Basta ya de estereotipos y estigmas, que suficiente tenemos.",0,twitter,twitterId,1,"[0.01903492771089077, 0.9809650778770447]"
1.4627280357324964e+18,"""El centro-derecha, cada vez más tibio y ambiguo, se ha visto superado en Chile por una derecha con principios claros y sin complejos para defenderlos""

Y en España ocurrirá igual. Esto de elentirvigo :",0,twitter,twitterId,1,"[0.002838019048795104, 0.9971619844436646]"
1.390964769990058e+18,"Alemania es muy verde. Ya tiene la electricidad más cara de Europa. Y ahora, apagones: «El suministro de electricidad seguro y asequible está cada vez más en peligro"" (Oficina Federal de Auditoría). 

Aquí seremos tan verdes como ellos. Y China, a lo suyo:",0,twitter,twitterId,1,"[0.012189574539661407, 0.987810492515564]"
1.460523401030869e+18,"Veo que El País titula que “la ultraderecha entra en el Congreso de Argentina”

Pero en 3 años aún no ha tenido tiempo de titular que “la ultraizquierda está en el Gobierno de España”",0,twitter,twitterId,1,"[0.004045834299176931, 0.995954155921936]"
1.4432082763724923e+18,"La verdadera LIBERTAD es la que defiende que las televisiones públicas (ya que existen) no pertenezcan a ningún partido ni sean de ninguna ideología. 

Díaz Ayuso logra que el control de Telemadrid quede en manos de PP y Vox",1,twitter,twitterId,0,"[0.6956250071525574, 0.30437496304512024]"
1.4022903466803323e+18,Hoy he partipado en la manifestación de FSEunida . GPPopular apoyamos a los MIR. No al sistema injusto y opaco de elección de sanidadgob,0,twitter,twitterId,1,"[0.09628088027238846, 0.9037190675735474]"
1.4650899543174922e+18,"Había castigos medievales menos duros que lo que aplica ahora Pedro a los que le ayudaron a subir.  Los puñales le van a estar esperando en la bajada, que siempre llega.",1,twitter,twitterId,0,"[0.9984259605407715, 0.0015740260714665055]"
1.37411161715209e+18,"El PP llama ""comunismo"" a la Constitución española",1,twitter,twitterId,0,"[0.9990770816802979, 0.0009229018469341099]"
1.397143158320943e+18,"El PP acusa a Calvo de dar ""la espantada"" del Senado para no responder sobre los indultos a los líderes del 'procés'",1,twitter,twitterId,0,"[0.7145936489105225, 0.28540629148483276]"
1.3941974894279148e+18,"🛑Conmovedor lo de Chile 🇨🇱

Histórico avance de las izquierdas y de las candidaturas independientes para desterrar la Constitución de Pinochet!!

Un día para recordar a quienes perdieron los ojos, fueron reprimidxs, pero nunca abandonaron la calle",0,twitter,twitterId,1,"[0.43517085909843445, 0.5648291707038879]"
1.4515615377982917e+18,"Lo que digan los letrados del Congreso, va a misa para proteger a Juan Carlos I.

Lo que digan para inhabilitar a un diputado que ya ha cumplido la sentencia y que se le condena por protestar, ya cuenta menos.

Siempre con Alber_Canarias",0,twitter,twitterId,1,"[0.03733799234032631, 0.9626620411872864]"
1.3465732788576133e+18,El odio que hay tras la agresión a un niño autista es el mismo que hay tras su instrumentalización por la extrema derecha.,1,twitter,twitterId,0,"[0.9187320470809937, 0.08126791566610336]"
1.4588806781923738e+18,"Resumen gráfico de las consecuencias por votar con los social-comunistas los jueces del TC.
No aprenden de la fábula",0,twitter,twitterId,1,"[0.0026570509653538465, 0.9973430037498474]"
1.4490473085538918e+18,"Pero , de verdad ¿en qué país vive esta señora?

España es uno de los mejores países del mundo para ser mujer y tiene poco que ver con este cómic gótico que describe esta chica

IreneMontero debería salir más de su mansión y mezclar más con la gente",1,twitter,twitterId,0,"[0.6873931884765625, 0.3126068413257599]"
1.451142251392942e+18,"📹Comparto con vosotros mi intervención de ayer en la Comisión de Igualdad.

👉""Le haremos una enmienda a la totalidad de todo su ministerio"".

Seguiremos diciéndole a la cara a IreneMontero las verdades que no quiere escuchar y pretende silenciar.",1,twitter,twitterId,0,"[0.9965437054634094, 0.0034563408698886633]"
1.3456873870582784e+18,Illa engaña a la oposición al vetar las enmiendas de sanidad. Y la periodista engaña a sus lectores al no mencionar a VOX,0,twitter,twitterId,1,"[0.0025017193984240294, 0.9974982142448425]"
1.4555164156922634e+18,"Con el PSOE conseguir que se cumpla lo firmado cuesta una barbaridad! 😡

El primer logro de UnidasPodemos fue la firma d un Acuerdo de coalición q cumplir.

Sánchez y Calviño se comprometen con Díaz a ""la derogación de la reforma laboral"" via eldiarioes",0,twitter,twitterId,1,"[0.03489154949784279, 0.9651084542274475]"
1.3618281823920046e+18,"1) ""En muchos países de Europa hay barrios de inmigración musulmana en los q las mujeres sobreviven como se hace en los países musulmanes: desapareciendo. Hay bares women-free, calles women-free, barrios women-free [sin mujeres]"". 

Supongo que la fiscalía procesará por discurso",1,twitter,twitterId,0,"[0.99895179271698, 0.0010481586214154959]"
1.4541407870008074e+18,"Discrepo de que una persona poderosa como el líder de una confesión sea la mayor luchadora por la paz. Pero es muy de agradecer que al menos no fomente los discursos de ""castigo del pecado"" o incluso los del odio y la exclusión, tan en boga hoy en día",0,twitter,twitterId,1,"[0.4862980246543884, 0.5137019753456116]"
https://www.elespanol.com/opinion/tribunas/20230310/enjambre-yolanda-diaz/747545239_12.html,EL ESPAÑOL: “Aumenta la presión sobre Sánchez para cesar a 'Pam' por jalear a las que pedían el aborto de Abascal. La número 2 de Irene Montero se mofó de la excarcelación de violadores por el 'sí es sí' y promociona un consolador que mata fascistas”.,0,news-articles,url,1,"[0.0022326409816741943, 0.9977673292160034]"
1.4558692854615982e+18,"Mienten todo el tiempo.
PGE2022 PGEdelaRuina",0,twitter,twitterId,1,"[0.0025465507060289383, 0.9974533915519714]"
1.3772588285138289e+18,MarlaskaDimisión. Bofetón judicial a Fernando Grande-Marlaska: le ordena restituir al coronel de la Guardia Civil Diego Pérez de los Cobos | España,1,twitter,twitterId,0,"[0.9763662815093994, 0.023633765056729317]"
1.366676844255322e+18,"🇪🇸 Mercado laboral:

- 4 millones de parados
- 900.000 en ERTE
- 600.000 autónomos sin actividad

Y mientras, el bipartidismo y los populistas solo dialogan para repartirse las instituciones. 

Exigimos Pactos de Estado para acabar con este drama social.",0,twitter,twitterId,1,"[0.010583103634417057, 0.9894168972969055]"
1.4518722947169894e+18,".joaquinaraujo: “La inteligencia es pensar qué hace posible la inteligencia, saber de dónde procede nuestra propia capacidad, y es de la naturaleza. Somos tan ignorantes que no sabemos ni siquiera de dónde venimos y por eso lo destruímos”",0,twitter,twitterId,1,"[0.009888087399303913, 0.9901118874549866]"
https://www.huffingtonpost.es/opinion/derecha-censura-si.html,"Con la nueva moción de censura han demostrado que dejan de entenderla como un legítimo instrumento constitucional para convertirla en un testigo mudo de su incapacidad, haciendo del Parlamento el lugar donde alzar los peores sentimientos para mostrar su animadversión al progreso de la sociedad.",1,news-articles,url,0,"[0.8350477814674377, 0.16495217382907867]"
1.3944053159621468e+18,"⁦vox_es⁩ amplía la querella por el rescate de Plus Ultra e incluye delito contra la hacienda pública por fraude de subvenciones, cohecho y tráfico de influencias. SoloQuedaVox",1,twitter,twitterId,0,"[0.9992280006408691, 0.0007720121066085994]"
1.405062748082479e+18,"🏛”Nosotros no vamos a utilizar la Constitución, ni la bandera de España 🇪🇸, ni la integridad territorial, ni la monarquia parlamentaria para dividir a los españoles como ustedes si hacen 👉 Sr Casado “ 

sesiondecontrol",1,twitter,twitterId,0,"[0.9277448058128357, 0.07225524634122849]"
1.4646794904461435e+18,"✅SU Agenda, TU Ruina 
solidaridad__es 
Con Javier Ortega Ortega_Smith Secretario General de vox_es e Ismael Tejero IsmaelTejero3 Delegado Nacional de Acción Sindical de Solidaridad",1,twitter,twitterId,0,"[0.9990874528884888, 0.0009125106735154986]"
https://ctxt.es/es/20230301/Politica/42481/Guillem-Martinez-mocion-de-censura-tamames-comunicacion-Sanchez-Diaz.htm,"Una pista: nunca se debe contestar a ese pensionista, o todos los edificios estarían torcidos, y con un pensionista en sus cimientos.",0,news-articles,url,1,"[0.02897605486214161, 0.9710239768028259]"
1.4511490764148326e+18,"Extremadura no puede asumir los peajes propuestos por el Gobierno.

Incomunicados por tren y por avión, pretenden encarecer el único método de transporte viable actualmente para los extremeños. ¡Basta ya de aislarnos del resto de España!",0,twitter,twitterId,1,"[0.006665135733783245, 0.9933348894119263]"
1.3953704990819123e+18,"Hoy Ortega Smith ha defendido una enmienda a la totalidad a una reforma sobre la Ley del Tribunal Constitucional. 

Pocas veces he visto desaparecer del hemiciclo a la persona que impulsa el debate, falta de cortesía? Puede ser... pero sobre todo que poco respeto institucional.",1,twitter,twitterId,0,"[0.9908583760261536, 0.009141670539975166]"
1.3678920560650527e+18,"Entrevista con El Socialista 🌹

¿En esta crisis se está poniendo en riesgo las conquistas de las mujeres? 

👉""Claro, y no solo desde el pensamiento reaccionario. El neoliberalismo, con falsas etiquetas, también nos está contestando"". 

8M2021",1,twitter,twitterId,0,"[0.5057938098907471, 0.49420619010925293]"
1.4558687104644096e+18,"Una Ministra de Hacienda que en la presentación del PGE 2022 hoy en el Congreso_Es ,desprecia e ignora todos los informes de técnicos que hablan de que el sistema de pensiones está en riesgo .PGE2022 PGEdelaruina",1,twitter,twitterId,0,"[0.9908955693244934, 0.009104374796152115]"
1.4173551964018647e+18,"Mientras dependa de Vox, los inmigrantes ilegales no votarán en España. Pero como dependa de los progres de uno y otro lado, cualquier cosa puede pasar…

El PSOE impulsa una reforma constitucional para que voten los inmigrantes residentes sin nacionalizar",1,twitter,twitterId,0,"[0.8287449479103088, 0.17125506699085236]"
1.4599099117359473e+18,"Totalment d'acord. Calen polítiques diferents a les que elles estan fent. Per als més despistats, aquestes polítiques fa anys que ens governen",0,twitter,twitterId,1,"[0.0028503199573606253, 0.997149646282196]"
